Time,Raw_Pred,Rounded_Raw_Pred,Filtered_Pred,Round_Filtered_Performance_Name,Performance_Value
0.8285714285714285,0.9999877,1.0,0.9999788999557495,1.0,true_pos,5
0.8428571428571429,0.9999789,1.0,0.9999833106994629,1.0,true_pos,5
0.8571428571428571,0.9999833,1.0,0.9999877214431763,1.0,true_pos,5
0.8714285714285714,0.9999901,1.0,0.9999886751174927,1.0,true_pos,5
0.8857142857142857,0.9999895,1.0,0.9999895095825195,1.0,true_pos,5
0.9,0.9999887,1.0,0.9999895095825195,1.0,true_pos,5
0.9142857142857143,0.99999094,1.0,0.9999897480010986,1.0,true_pos,5
0.9285714285714285,0.9999931,1.0,0.9999901056289673,1.0,true_pos,5
0.9428571428571428,0.9999958,1.0,0.9999909400939941,1.0,true_pos,5
0.9571428571428571,0.9999974,1.0,0.999993085861206,1.0,true_pos,5
0.9714285714285714,0.99999666,1.0,0.999993085861206,1.0,true_pos,5
0.9857142857142857,0.99999666,1.0,0.999993085861206,1.0,true_pos,5
1.0,0.99999774,1.0,0.999993085861206,1.0,true_pos,5
1.0142857142857142,0.99999726,1.0,0.999993085861206,1.0,true_pos,5
1.0285714285714285,0.9999962,1.0,0.999993085861206,1.0,true_pos,5
1.042857142857143,0.9999975,1.0,0.999993085861206,1.0,true_pos,5
1.0571428571428572,0.99999845,1.0,0.999993085861206,1.0,true_pos,5
1.0714285714285714,0.99999774,1.0,0.999993085861206,1.0,true_pos,5
1.0857142857142856,0.9999981,1.0,0.999993085861206,1.0,true_pos,5
1.0999999999999999,0.9999974,1.0,0.999993085861206,1.0,true_pos,5
1.1142857142857143,0.99999714,1.0,0.999993085861206,1.0,true_pos,5
1.1285714285714286,0.99999714,1.0,0.999993085861206,1.0,true_pos,5
1.1428571428571428,0.9999956,1.0,0.999993085861206,1.0,true_pos,5
1.157142857142857,0.9999945,1.0,0.999993085861206,1.0,true_pos,5
1.1714285714285715,0.99999464,1.0,0.999993085861206,1.0,true_pos,5
1.1857142857142857,0.9999944,1.0,0.999993085861206,1.0,true_pos,5
1.2,0.9999951,1.0,0.999993085861206,1.0,true_pos,5
1.2142857142857142,0.99999714,1.0,0.999993085861206,1.0,true_pos,5
1.2285714285714284,0.99999356,1.0,0.999993085861206,1.0,true_pos,5
1.2428571428571429,0.9999943,1.0,0.999993085861206,1.0,true_pos,5
