Time,Raw_Pred,Rounded_Raw_Pred,Filtered_Pred,Round_Filtered_Performance_Name,Performance_Value
0.8285714285714285,0.99999285,1.0,0.9956651329994202,1.0,true_pos,5
0.8428571428571429,0.99999857,1.0,0.9961890578269958,1.0,true_pos,5
0.8571428571428571,0.99999034,1.0,0.9961890578269958,1.0,true_pos,5
0.8714285714285714,0.99999714,1.0,0.9961890578269958,1.0,true_pos,5
0.8857142857142857,0.9999995,1.0,0.9969141483306885,1.0,true_pos,5
0.9,0.9999927,1.0,0.9969141483306885,1.0,true_pos,5
0.9142857142857143,0.99999213,1.0,0.9969141483306885,1.0,true_pos,5
0.9285714285714285,0.9999988,1.0,0.9969141483306885,1.0,true_pos,5
0.9428571428571428,0.99998987,1.0,0.9969141483306885,1.0,true_pos,5
0.9571428571428571,0.9999951,1.0,0.9969141483306885,1.0,true_pos,5
0.9714285714285714,0.9999994,1.0,0.9969141483306885,1.0,true_pos,5
0.9857142857142857,0.9999907,1.0,0.9969141483306885,1.0,true_pos,5
1.0,0.9999951,1.0,0.9969141483306885,1.0,true_pos,5
1.0142857142857142,0.9999989,1.0,0.9969141483306885,1.0,true_pos,5
1.0285714285714285,0.9999622,1.0,0.9969141483306885,1.0,true_pos,5
1.042857142857143,0.9999517,1.0,0.9969141483306885,1.0,true_pos,5
1.0571428571428572,0.9999932,1.0,0.9969141483306885,1.0,true_pos,5
1.0714285714285714,0.9998857,1.0,0.9969141483306885,1.0,true_pos,5
1.0857142857142856,0.9998995,1.0,0.9969141483306885,1.0,true_pos,5
1.0999999999999999,0.99998426,1.0,0.9969141483306885,1.0,true_pos,5
1.1142857142857143,0.999587,1.0,0.9969141483306885,1.0,true_pos,5
1.1285714285714286,0.99966574,1.0,0.9969141483306885,1.0,true_pos,5
1.1428571428571428,0.9999528,1.0,0.9969141483306885,1.0,true_pos,5
1.157142857142857,0.9991534,1.0,0.9969141483306885,1.0,true_pos,5
1.1714285714285715,0.99813,1.0,0.9969141483306885,1.0,true_pos,5
1.1857142857142857,0.9996138,1.0,0.9969141483306885,1.0,true_pos,5
1.2,0.99618906,1.0,0.9969141483306885,1.0,true_pos,5
1.2142857142857142,0.99566513,1.0,0.9969141483306885,1.0,true_pos,5
1.2285714285714284,0.99897134,1.0,0.9961890578269958,1.0,true_pos,5
1.2428571428571429,0.9862986,1.0,0.9956651329994202,1.0,true_pos,5
1.2571428571428571,0.98702466,1.0,0.9870246648788452,1.0,true_pos,5
1.2714285714285714,0.99691415,1.0,0.9862986207008362,1.0,true_pos,5
1.2857142857142856,0.9854601,1.0,0.985460102558136,1.0,true_pos,5
1.3,0.9620163,1.0,0.9835066795349121,1.0,true_pos,5
1.3142857142857143,0.9835067,1.0,0.9814382791519165,1.0,true_pos,5
1.3285714285714285,0.95924425,1.0,0.9620162844657898,1.0,true_pos,5
1.3428571428571427,0.95441693,1.0,0.9608649015426636,1.0,true_pos,5
1.3571428571428572,0.9814383,1.0,0.9592442512512207,1.0,true_pos,5
1.3714285714285714,0.94450927,1.0,0.9544169306755066,1.0,true_pos,5
1.3857142857142857,0.92780626,1.0,0.9445092678070068,1.0,true_pos,5
1.4,0.9608649,1.0,0.9390857815742493,1.0,true_pos,5
1.4142857142857141,0.93246585,1.0,0.9324658513069153,1.0,true_pos,5
1.4285714285714286,0.8843037,1.0,0.9278062582015991,1.0,true_pos,5
1.4428571428571428,0.9390858,1.0,0.8941697478294373,1.0,true_pos,5
1.457142857142857,0.8732408,1.0,0.8843036890029907,1.0,true_pos,5
1.4714285714285713,0.84779084,1.0,0.8732408285140991,1.0,true_pos,5
1.4857142857142858,0.89416975,1.0,0.8477908372879028,1.0,true_pos,5
1.5,0.72612256,1.0,0.7769413590431213,1.0,true_pos,5
1.5142857142857142,0.73497295,1.0,0.7349729537963867,1.0,false_pos,3
1.5285714285714285,0.77694136,1.0,0.7261225581169128,1.0,false_pos,3
1.5428571428571427,0.5923981,1.0,0.6120335459709167,1.0,false_pos,3
1.5571428571428572,0.5027986,1.0,0.5923981070518494,1.0,false_pos,3
1.5714285714285714,0.5466156,1.0,0.5632838010787964,1.0,false_pos,3
1.5857142857142856,0.45716587,0.0,0.5466156005859375,1.0,false_pos,3
1.5999999999999999,0.47317275,0.0,0.5463178157806396,1.0,false_pos,3
1.6142857142857143,0.5632838,1.0,0.5206121206283569,1.0,false_pos,3
1.6285714285714286,0.42956266,0.0,0.5027986168861389,1.0,false_pos,3
1.6428571428571428,0.5206121,1.0,0.501013457775116,1.0,false_pos,3
1.657142857142857,0.61203355,1.0,0.47317275404930115,0.0,true_neg,4
1.6714285714285715,0.5463178,1.0,0.4571658670902252,0.0,true_neg,4
1.6857142857142857,0.4349401,0.0,0.44609349966049194,0.0,true_neg,4
1.7,0.50101346,1.0,0.44173139333724976,0.0,true_neg,4
1.7142857142857142,0.4417314,0.0,0.4349400997161865,0.0,true_neg,4
1.7285714285714284,0.32009217,0.0,0.43348637223243713,0.0,true_neg,4
1.7428571428571429,0.4460935,0.0,0.42956265807151794,0.0,true_neg,4
1.7571428571428571,0.30194208,0.0,0.3694101870059967,0.0,true_neg,4
1.7714285714285714,0.33881137,0.0,0.36686772108078003,0.0,true_neg,4
1.7857142857142856,0.43348637,0.0,0.33881136775016785,0.0,true_neg,4
1.8,0.3694102,0.0,0.32703933119773865,0.0,true_neg,4
1.8142857142857143,0.30767995,0.0,0.32009217143058777,0.0,true_neg,4
1.8285714285714285,0.36686772,0.0,0.3076799511909485,0.0,true_neg,4
1.8428571428571427,0.2838616,0.0,0.30227306485176086,0.0,true_neg,4
1.857142857142857,0.24540436,0.0,0.3019420802593231,0.0,true_neg,4
1.8714285714285714,0.32703933,0.0,0.2961927354335785,0.0,true_neg,4
1.8857142857142857,0.25676227,0.0,0.2961927354335785,0.0,true_neg,4
1.9,0.24997759,0.0,0.2961927354335785,0.0,true_neg,4
1.9142857142857141,0.27535114,0.0,0.2961927354335785,0.0,true_neg,4
1.9285714285714286,0.26159063,0.0,0.2961927354335785,0.0,true_neg,4
1.9428571428571428,0.1766626,0.0,0.2961927354335785,0.0,true_neg,4
